# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = eight_schools_cp_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = eight_schools.data.R
# init = 2 (Default)
# random
#   seed = 483892929
# output
#   file = eight_schools_cp.99.output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
-25.685,0.989516,0.0672373,6,63,0,33.8526,9.73794,12.9314,30.8223,11.3344,19.0939,-4.72854,11.4124,13.6904,20.9377,1.16367
-26.8279,0.999832,0.0672373,6,63,0,31.7999,6.40085,11.9457,19.2454,12.4118,23.8275,-13.2031,4.5701,4.4329,2.04954,0.922137
-24.043,0.999956,0.0672373,6,63,0,31.5008,6.25451,8.98313,18.8924,7.08214,16.9623,-7.28476,7.29259,6.63006,-1.19006,-0.22252
-20.176,0.99962,0.0672373,6,63,0,29.4195,-0.132859,5.29478,0.611586,-2.19171,7.11001,5.8277,4.96673,-6.15695,6.11845,-6.56605
-20.2035,0.999994,0.0672373,6,63,0,22.6243,-0.0307567,5.45924,1.08648,-2.86281,6.59669,6.3962,6.32722,-6.44248,6.36798,-4.73505
-22.3606,0.995262,0.0672373,6,63,0,25.7611,1.08205,7.90679,7.35563,11.2786,1.8919,-1.26483,-8.63543,12.4884,4.52412,13.145
-20.0536,0.996508,0.0672373,6,63,0,25.8785,0.504056,6.5315,10.2403,2.67492,-4.55968,0.379016,0.485008,2.50905,5.38236,16.2137
-18.7326,0.999702,0.0672373,6,63,0,22.6716,7.58609,6.40547,5.55177,0.688914,1.54865,16.406,3.20972,4.00142,6.21913,8.72046
-19.2875,0.997412,0.0672373,6,63,0,24.2683,5.88658,6.60792,8.75306,11.2929,7.17588,-6.09841,1.10958,4.06764,5.22642,0.957057
-17.8131,0.999778,0.0672373,6,63,0,22.35,4.19552,5.26123,10.48,8.59245,0.780112,0.45421,-2.26713,6.99209,14.725,1.26548
-16.4547,0.999467,0.0672373,6,63,0,20.3462,5.05427,5.64521,12.2012,9.11677,5.56621,2.77233,5.99712,4.23155,11.0747,-0.98332
-18.0051,0.998165,0.0672373,5,31,0,22.1574,5.91583,4.77679,13.6002,7.65403,8.29528,0.925861,9.33128,3.58082,8.95484,-3.05314
-19.368,0.990492,0.0672373,6,63,0,24.4151,10.7768,7.72049,12.5794,6.14946,7.63476,6.85929,-2.10423,6.66816,7.77352,18.4317
-22.8604,0.999363,0.0672373,6,63,0,25.1461,3.95551,9.54291,15.2862,-0.942727,-1.26836,9.60101,10.0806,9.23234,25.6769,7.78164
-20.0278,0.99772,0.0672373,6,63,0,26.2181,3.46046,4.44062,5.73082,12.8163,9.43355,8.60803,-4.88276,-1.68028,2.80719,2.38193
-23.1046,0.998548,0.0672373,6,63,0,25.7841,1.17007,10.0981,4.14579,-9.07788,-8.24712,-5.47526,6.55833,6.09394,8.66909,2.57607
-22.6051,0.999685,0.0672373,6,63,0,26.7097,0.871446,8.64315,7.77992,-8.03125,-8.72879,-1.89236,9.78275,5.46043,13.6031,0.911883
-21.656,0.999789,0.0672373,5,31,0,24.7316,0.962622,8.31035,7.57472,-4.22455,-9.21093,5.62251,6.90423,11.1348,12.8385,3.60635
-17.0644,0.999639,0.0672373,6,63,0,25.3227,2.69371,3.97939,7.72356,10.3542,3.77416,1.16742,-1.29669,-4.0211,4.16383,1.42884
-15.5269,0.999992,0.0672373,5,31,0,18.9706,1.26452,4.1776,8.60737,0.521081,-0.675519,-2.01709,0.522329,-2.19122,4.657,3.70572
-17.3551,0.996214,0.0672373,5,31,0,19.2143,2.19053,4.90139,-0.083798,7.4608,-2.35603,5.61282,-3.88518,-1.7901,5.66024,-2.02334
-19.1339,0.996914,0.0672373,6,63,0,21.6047,0.408131,7.51326,13.1553,-0.891406,0.715081,-4.91515,1.24712,3.02225,6.57341,4.95712
-21.948,0.997793,0.0672373,6,63,0,27.6007,2.80174,5.17695,-5.54079,6.12768,5.60598,14.8668,4.61845,8.23824,0.124244,3.63606
-24.1221,0.980429,0.0672373,6,63,0,27.1103,-2.05713,14.5988,19.968,2.89778,-2.22823,-10.5175,2.03497,-4.44213,16.7646,6.38772
-22.1075,0.991644,0.0672373,6,63,0,28.7742,6.26636,12.6706,5.36851,0.125364,-0.607367,4.15482,-3.02335,12.5285,13.2217,2.67192
-19.3454,0.997895,0.0672373,5,31,0,25.9909,7.14345,5.03006,4.70464,0.0652012,-0.358692,3.87929,-0.404694,5.08473,16.9609,3.5776
-17.8924,0.994785,0.0672373,6,55,0,22.8827,7.05959,7.14991,6.54977,9.46001,-1.31893,5.07395,3.23917,3.9077,16.3238,2.16756
-17.5683,0.99977,0.0672373,6,63,0,21.197,6.86928,6.60767,8.67323,9.82036,-4.11553,4.3692,1.66806,4.62669,13.9889,4.41529
-20.0312,0.996967,0.0672373,6,63,0,24.2918,8.18909,6.056,6.32187,0.55992,15.8179,12.993,3.38808,6.70553,1.7081,11.7033
-16.9032,0.999105,0.0672373,5,31,0,23.2477,3.51416,6.15995,9.47289,7.59318,-2.6598,2.07632,5.6334,4.81833,3.21938,1.71777
-19.0236,0.991757,0.0672373,5,31,0,21.464,7.06444,6.88164,7.17228,9.25765,-0.291785,-1.74675,7.52536,5.85691,2.63897,4.09335
-19.3278,0.998882,0.0672373,6,63,0,23.204,10.4608,4.93413,6.75581,8.16966,10.8629,18.4102,1.41508,2.88527,15.9892,7.40382
-17.5588,0.998026,0.0672373,5,31,0,20.8869,10.9132,5.50654,6.44796,7.38636,12.1473,15.5266,5.14437,4.37459,15.9493,8.77744
-13.7356,0.999734,0.0672373,5,31,0,18.5424,10.2088,3.31511,11.9906,9.56717,10.8262,12.3433,6.06432,7.34543,15.8597,8.47948
-15.9719,0.986693,0.0672373,5,31,0,17.3833,12.6205,4.21709,10.2615,10.7253,7.45876,12.9753,6.97307,7.68519,17.1934,10.9474
-15.7663,0.995008,0.0672373,5,31,0,19.5922,11.0941,4.45947,14.938,9.88381,6.56355,4.97436,13.059,11.3679,11.0209,9.9566
-13.7782,0.994498,0.0672373,5,31,0,19.458,9.03289,3.84455,9.04065,11.1608,8.4451,9.49762,11.0966,12.4193,10.1392,11.3275
-13.7239,0.992894,0.0672373,4,15,0,19.305,11.0294,2.49531,14.7564,11.4385,5.65101,9.99691,10.8576,9.20563,8.30484,11.1933
-14.2708,0.998082,0.0672373,5,31,0,17.9748,8.16166,4.5014,6.73508,9.5093,8.40559,10.4426,5.57463,6.52516,7.63458,12.7045
-16.1961,0.998342,0.0672373,5,31,0,18.8802,8.6449,2.36008,7.78133,12.9376,6.74667,5.57185,5.67926,3.56264,6.41736,12.1675
-17.6213,0.995339,0.0672373,5,31,0,24.7291,7.1232,5.40058,1.08394,14.778,10.9987,4.31506,5.79609,5.2033,11.4798,6.85641
-21.2324,0.994151,0.0672373,6,63,0,24.4482,5.73217,9.94532,18.7627,-1.29324,6.34074,16.515,-2.0492,6.42085,15.0958,15.6264
-24.8371,0.989026,0.0672373,6,63,0,27.9723,9.44823,8.51179,12.4837,2.23184,0.15612,11.2013,-7.2256,-2.84648,27.5047,21.0634
-22.1463,0.99937,0.0672373,6,63,0,29.9597,7.23381,6.94872,22.6804,4.21058,11.7745,11.8249,11.7269,16.2636,3.42034,8.5932
-19.6141,0.978595,0.0672373,7,127,0,30.033,8.21418,8.73582,12.5065,-1.95549,3.58721,10.9635,6.19879,11.2416,9.15494,5.15005
-21.9895,0.999473,0.0672373,6,63,0,27.0073,0.596249,10.0143,13.6301,15.4062,-3.23333,-0.5589,-3.22653,-5.77065,14.0179,12.4675
-22.0123,0.998017,0.0672373,7,127,0,30.7733,17.6993,4.0014,21.2674,13.4023,16.2614,25.4886,18.1885,16.9001,16.9912,24.9651
-19.5402,0.998564,0.0672373,7,127,0,27.1921,4.35809,5.64081,14.8009,9.34837,0.936034,3.25842,-4.44002,1.77502,-1.12168,-0.274009
-19.5875,0.990196,0.0672373,6,63,0,26.1915,12.464,5.28637,7.89965,1.95723,3.31284,13.0713,8.54122,7.91541,16.7408,11.9449
-16.8427,0.999276,0.0672373,6,63,0,21.6121,5.70606,4.57531,8.86421,10.8544,7.00248,1.23491,3.31836,3.8684,1.74582,-0.636936
-17.3164,0.985843,0.0672373,5,31,0,20.9961,9.32189,3.30258,8.53495,1.73613,3.7964,10.4484,2.92221,7.69885,7.31153,10.6073
-19.0879,0.997635,0.0672373,5,31,0,21.8323,7.18965,8.49556,8.44017,0.777326,6.08347,6.87922,5.72098,7.93549,4.89878,14.1357
-22.5703,0.997312,0.0672373,6,63,0,27.457,6.06591,11.4071,0.237746,8.87759,-7.16868,2.60896,-1.20008,2.91755,14.4863,-6.99716
-22.8302,0.998771,0.0672373,6,63,0,27.2282,-0.929807,10.027,6.50943,-4.42857,3.75607,1.23657,-2.8044,-5.63044,-4.9154,8.55476
-21.7283,0.998883,0.0672373,5,31,0,26.1265,-0.653612,8.55279,5.69143,-4.92318,2.77993,2.11795,-3.11044,-5.39534,-4.15513,8.45278
-20.2005,0.999542,0.0672373,6,63,0,25.5125,9.36089,6.54206,3.15536,17.47,11.3579,1.78922,12.3172,10.4889,14.161,11.6664
-19.5956,0.998854,0.0672373,6,63,0,26.7799,5.36582,7.15739,1.46157,12.143,7.48959,5.82335,-5.40662,3.2849,2.70508,9.69671
-19.6822,0.996249,0.0672373,6,63,0,25.8009,0.796289,5.26962,8.10114,-4.86906,-3.15374,-1.98897,5.60469,-1.52118,7.81551,-6.80081
-21.0372,0.99114,0.0672373,6,63,0,25.8963,-4.92005,6.77139,5.25141,-1.33815,-13.8427,-0.196829,0.720597,-4.91707,0.794922,-3.5987
-22.4998,0.98742,0.0672373,5,31,0,27.5796,-5.21446,5.3939,3.17029,5.35817,-5.27162,-3.78214,-3.85541,-9.91782,-5.65814,-11.3733
-15.9083,0.996539,0.0672373,6,63,0,25.6606,2.22105,2.64652,-4.04151,1.23823,0.677659,-1.11885,0.73586,0.634365,5.30884,4.68805
-17.3803,0.995723,0.0672373,5,31,0,21.8821,3.38662,4.91556,10.6745,-0.74158,1.75473,6.14487,0.359312,-0.701258,-0.0313871,-1.48988
-17.1093,0.991838,0.0672373,6,63,0,22.5002,0.76682,4.82391,2.0455,-2.51952,1.00788,4.7857,-0.340404,5.41321,10.17,4.49032
-20.7116,0.998973,0.0672373,6,63,0,23.2239,0.325323,4.707,-1.02063,3.97965,-2.49042,-4.3643,-5.83749,-10.0571,7.55154,4.61752
-18.8446,0.988957,0.0672373,6,63,0,23.5521,-1.51192,4.09684,9.94263,3.61732,-0.0191614,2.58299,-1.9123,-0.0632334,-0.581126,-4.96891
-15.0774,0.997843,0.0672373,6,47,0,20.9757,3.96534,4.7058,6.44046,4.06703,-1.78612,6.3684,1.54427,2.96452,3.07674,0.452892
-14.8487,0.997395,0.0672373,5,31,0,17.9919,4.73235,3.01535,8.8794,3.59245,-1.71774,3.28147,4.41112,1.75728,3.30105,1.71336
-14.5439,0.997357,0.0672373,5,31,0,16.4699,4.40145,2.69872,9.39133,3.54828,-0.836064,2.77322,5.40333,1.14267,3.30063,2.3379
-12.7073,0.999392,0.0672373,4,15,0,16.2868,2.81691,3.03346,9.13829,2.90027,1.79609,2.56597,1.72658,1.35353,2.6519,3.07519
-12.5829,0.99842,0.0672373,4,15,0,18.2081,1.62732,1.60598,0.0709483,3.97882,4.10615,3.07105,0.626606,0.923462,-0.945166,3.41089
-13.3571,0.97791,0.0672373,5,19,0,18.5561,2.43541,3.46614,2.35924,4.86048,3.87626,4.46828,-0.187493,-0.480087,0.856032,2.14005
-8.00329,0.996545,0.0672373,7,71,0,16.8229,8.51331,1.14973,9.81085,9.78422,8.6187,9.5553,7.31376,6.46093,7.24352,8.15691
-7.33946,0.999067,0.0672373,4,15,0,10.7918,7.70686,1.07068,6.33422,6.92054,7.36054,7.13956,8.47133,9.68635,8.90724,8.22442
-12.849,0.933601,0.0672373,5,23,0,17.9921,9.2205,3.23123,6.42718,7.65262,7.49974,11.5463,11.1159,7.50844,8.80029,10.3138
-14.7468,0.994874,0.0672373,4,15,0,18.4456,8.29423,2.71891,9.63926,5.47787,3.29017,11.8347,11.8599,6.23887,9.61268,10.7962
-12.7973,0.999771,0.0672373,4,15,0,15.7446,7.36366,3.14239,10.065,5.68458,3.98331,10.8486,9.03897,6.75912,9.8737,9.51703
-13.1974,0.991291,0.0672373,5,31,0,17.3355,7.85446,3.61104,7.1548,6.67626,9.57832,7.60406,1.64966,7.30771,10.2769,6.77875
-13.1957,0.996041,0.0672373,5,31,0,16.8594,7.84195,3.07575,8.95762,2.03895,10.5984,7.80099,7.96718,7.31102,7.75718,6.53218
-9.36804,0.999465,0.0672373,4,15,0,15.4601,6.88382,1.63593,7.24077,8.23315,9.81222,7.22221,5.69221,4.8157,8.46466,6.52388
-17.1571,0.937792,0.0672373,7,79,0,20.2302,0.77908,3.22221,-2.73669,0.183669,-4.38689,0.298271,2.4111,5.68395,-1.10143,4.95934
-20.9116,0.987587,0.0672373,6,63,0,23.9585,4.2532,7.67084,16.0058,5.24861,10.0247,3.74226,-3.54066,-9.09289,12.948,-2.00758
-16.3866,0.988135,0.0672373,6,47,0,23.4767,3.88446,4.49634,6.17234,3.23996,1.28937,0.074188,0.78301,-4.6626,6.23056,0.403733
-13.9493,0.995313,0.0672373,6,63,0,21.8284,8.12786,3.12532,7.65653,7.05921,6.4261,13.3524,5.62986,10.0028,7.6672,3.89401
-12.8362,0.999981,0.0672373,5,31,0,16.8216,7.57014,2.45374,7.65791,4.89575,11.7711,9.28013,7.34672,10.6919,7.00248,6.12632
-11.3569,0.991519,0.0672373,6,63,0,18.7157,6.05362,1.70128,6.55629,6.42585,4.98052,4.92624,6.17328,0.999674,5.53071,5.17324
-15.3021,0.995718,0.0672373,6,63,0,18.2253,10.5042,4.15061,7.95364,7.37159,8.24708,10.0472,4.72226,14.7682,11.3609,8.84227
-13.0883,0.996334,0.0672373,4,15,0,21.5369,9.73066,2.04376,9.17193,9.95168,13.268,11.1643,9.15829,11.1585,9.68209,5.05172
-9.07965,0.994387,0.0672373,4,15,0,15.9669,9.41946,1.7523,11.4727,8.12243,7.38239,10.4946,8.32106,10.6034,9.72207,8.14553
-8.0014,0.99974,0.0672373,5,31,0,12.1717,8.0579,1.23716,6.71693,10.2861,7.95476,8.14802,6.95393,9.19075,7.25049,9.15817
-7.47013,0.891132,0.0672373,4,15,0,12.8824,7.40616,1.17902,8.44416,6.77636,7.55473,8.65191,8.22604,6.60556,9.9494,7.10951
-6.16439,0.994892,0.0672373,4,15,0,10.6125,7.08085,1.33419,6.83655,8.2323,7.47502,6.19757,6.61452,8.03999,5.98931,6.74099
-7.27948,0.948793,0.0672373,5,31,0,11.8589,4.852,1.39486,4.91907,3.05756,4.12459,5.35667,4.67289,3.12182,6.40699,4.88418
-9.98511,0.961692,0.0672373,4,15,0,13.0861,3.76188,1.38473,6.45694,3.48605,2.04926,2.41909,4.32213,4.61507,2.96391,6.03419
-10.8214,0.990869,0.0672373,4,15,0,15.4001,3.39983,1.55343,1.96467,5.81779,3.70857,4.53229,2.41654,4.55209,6.45855,1.54001
-9.93992,1,0.0672373,6,47,0,14.7247,5.82319,1.85939,9.73785,3.93308,6.45905,5.78258,5.88014,4.63142,4.97707,6.38462
-9.69681,0.965259,0.0672373,4,15,0,14.9925,4.78836,1.73455,1.44293,6.32714,3.82133,4.39404,3.80136,4.79293,5.52956,3.633
-11.1344,0.919436,0.0672373,4,15,0,14.6802,3.6362,2.29848,6.52071,3.60351,6.3523,5.58714,5.40435,3.35763,6.23568,4.29974
-14.0593,0.991444,0.0672373,4,15,0,15.3466,7.08703,2.55648,7.34434,5.47182,5.87407,8.80843,5.39136,2.59664,2.03799,5.59497
-18.3607,1,0.0672373,6,63,0,21.54,6.08122,6.16964,7.59696,5.42283,-1.97157,0.225485,-2.30055,1.0982,15.316,3.3657
-14.1356,0.999034,0.0672373,6,63,0,20.2678,3.806,3.79023,3.66162,2.94447,0.369808,5.97583,5.17479,4.68996,1.28422,7.58646
-13.8825,0.993222,0.0672373,5,31,0,18.0707,1.69467,1.53141,3.33521,2.54877,4.1676,-0.22661,-0.00826053,0.360818,4.67825,-1.4837
-12.0091,1,0.0672373,4,15,0,18.0763,1.10763,1.98839,-0.796698,2.60616,-0.157659,3.30927,0.546353,-2.07181,1.92984,3.41282
-14.5981,0.979425,0.0672373,5,31,0,17.8422,3.61549,3.72228,9.1549,1.94922,5.00326,0.175897,2.86684,6.2018,5.62244,-0.43841
-13.4898,0.98722,0.0672373,5,31,0,19.5423,4.37213,2.26718,2.57476,6.53064,3.99491,7.87043,5.24773,4.16747,2.93219,9.32645
-14.7062,0.999989,0.0672373,5,31,0,17.8384,4.07375,4.73509,7.57674,2.65125,5.51879,3.09717,5.02964,5.72932,9.44913,0.617418
-18.8726,0.997241,0.0672373,5,31,0,22.6524,3.28391,5.47182,3.40013,-2.5157,6.99947,-2.565,4.91809,5.30953,14.2828,0.533152
-19.1082,0.990502,0.0672373,6,63,0,24.1644,1.84757,5.48779,0.209387,1.69919,-5.15267,2.52443,-0.263628,-8.63804,6.62302,8.36228
-19.1077,0.997356,0.0672373,7,127,0,24.2326,10.8257,4.30592,19.1425,17.0123,8.99859,17.2354,3.06203,6.75392,10.6735,13.2545
-15.4494,0.996204,0.0672373,6,63,0,21.8831,8.08907,4.28775,3.87041,3.03436,11.2039,7.19915,6.8289,8.08962,6.01224,8.36552
-12.6098,0.995012,0.0672373,5,31,0,21.6837,9.53302,1.84863,10.4573,7.41787,4.65594,10.8913,9.45306,7.89369,7.62495,8.80821
-12.3485,0.971937,0.0672373,4,15,0,16.6184,7.68739,2.45176,8.56933,9.07065,10.7559,9.71781,8.88561,11.2894,7.40126,9.60413
-11.8651,0.992202,0.0672373,5,23,0,16.8045,9.08586,2.08759,10.8037,6.24204,9.10893,10.9762,5.55339,5.95141,8.40908,8.169
-10.5273,0.989864,0.0672373,4,15,0,14.6294,6.67157,1.82669,6.683,8.45886,6.80256,8.42337,6.82467,6.68882,8.18591,10.808
-11.4904,0.828002,0.0672373,4,15,0,17.3117,7.19793,3.09044,6.09727,8.7439,7.87115,7.80845,6.47664,5.73654,6.98058,10.3409
-18.8215,0.970501,0.0672373,5,31,0,20.9376,5.12928,8.14731,13.2545,13.3282,8.06531,4.37528,6.96698,2.96953,10.0201,13.7498
-19.215,0.997822,0.0672373,6,63,0,22.322,8.87607,7.38779,21.1892,6.1422,-0.161145,2.98305,6.91508,-0.946197,10.1227,9.69287
-21.0583,0.999343,0.0672373,6,63,0,22.8746,6.685,9.42001,26.7666,9.06683,7.63878,14.2405,9.14868,3.0419,11.218,1.58147
-20.9884,0.998837,0.0672373,6,63,0,25.586,4.26111,7.98653,26.2178,8.74202,8.78799,9.48576,2.83709,2.76811,12.9874,-0.169231
-22.6677,0.999673,0.0672373,6,63,0,27.7307,16.6028,6.82583,14.7813,19.6411,9.93058,14.5442,22.3324,17.7166,15.5337,20.2992
-22.5996,0.993711,0.0672373,5,31,0,26.6352,16.5428,3.40075,14.7713,19.3439,8.97951,16.0785,22.6581,17.0729,13.0134,21.339
-21.6945,0.991138,0.0672373,5,31,0,28.4971,18.1236,5.48745,18.4573,19.38,22.5823,19.8252,19.3239,16.9409,12.0507,14.5563
-19.0602,0.993646,0.0672373,6,63,0,29.0529,9.69601,7.14199,14.1046,5.40347,0.498152,3.84792,-1.86087,5.55159,17.8368,13.3688
-25.0901,0.99258,0.0672373,6,63,0,31.1895,-1.84509,10.9295,18.7457,-6.3499,10.3361,11.663,3.07448,-1.46716,20.8251,0.666244
-23.8217,0.999316,0.0672373,6,63,0,29.5141,8.91011,10.2794,11.7592,13.565,5.61045,5.91762,-5.39281,-6.38523,-2.65649,13.0103
-22.5205,1,0.0672373,6,63,0,27.7728,13.6505,5.76025,12.2159,4.06023,3.60652,8.64296,11.8945,18.2598,24.4907,8.62992
-22.3908,0.999917,0.0672373,6,63,0,26.354,6.86831,7.90371,8.66022,9.63014,5.07417,4.22602,-4.9606,-9.98793,0.177954,5.27563
-15.201,0.999309,0.0672373,5,31,0,24.8048,3.07957,3.38042,6.77002,2.66087,6.66356,9.74048,3.26427,1.4391,7.25352,6.21911
-14.5923,0.987098,0.0672373,5,31,0,18.9869,6.33869,4.97953,6.17994,3.98988,4.27926,6.26283,0.429904,6.95622,9.43576,7.54175
-19.0443,0.997218,0.0672373,5,31,0,21.7312,4.58871,5.78056,0.790449,1.46686,13.8554,4.51761,-1.84451,10.386,8.91132,6.47302
-18.8593,0.992203,0.0672373,6,63,0,23.9126,4.8056,5.11019,0.0483336,2.65618,16.0916,2.07734,5.514,7.08666,7.26401,4.6868
-16.357,0.999641,0.0672373,5,31,0,20.7459,5.61737,3.95548,3.33769,2.63472,11.2584,0.681552,2.71597,8.75054,10.7578,4.79467
-23.0213,0.980103,0.0672373,6,63,0,26.0653,9.50293,10.4903,21.2467,14.5176,2.39588,15.673,4.37715,12.7104,-1.94136,7.33285
-23.3587,0.999539,0.0672373,5,31,0,25.1361,8.70962,9.88999,21.7879,14.6007,1.70908,16.9517,5.07947,13.0503,-2.72068,7.2927
-16.9601,0.989207,0.0672373,6,63,0,28.5415,8.93398,6.53884,7.01746,8.13447,3.25144,10.8669,5.19489,8.59157,15.9676,5.20973
-18.5479,0.997563,0.0672373,5,31,0,22.1873,9.39034,4.46905,14.983,8.42113,14.2182,4.21271,9.61319,6.82,0.795671,10.9666
-14.9934,1,0.0672373,5,31,0,21.5656,11.0001,2.35875,7.78313,11.042,7.61239,13.2026,9.06144,9.75888,16.939,10.8964
-22.4174,0.97896,0.0672373,5,31,0,24.4098,8.12697,4.53892,0.972969,5.13943,8.9767,9.45045,7.97009,8.03687,8.19856,24.3715
-24.4689,0.997591,0.0672373,6,63,0,29.2798,3.3232,16.7851,19.9086,15.5569,-1.78614,2.37971,-4.47602,-3.35207,6.60684,-9.44337
-21.8546,0.998021,0.0672373,6,63,0,27.4843,1.37571,8.14275,19.1209,12.2996,-1.53879,3.95965,-7.01309,-4.71694,16.0029,4.27529
-15.986,0.998675,0.0672373,6,63,0,24.9167,7.15669,4.65192,2.03193,10.8476,4.43752,8.49174,8.99211,6.21057,5.36813,4.27246
-12.1416,0.998317,0.0672373,5,31,0,18.9519,6.60123,2.26073,10.1441,3.46359,7.04981,4.35744,3.21918,4.4943,7.49992,7.2791
-6.05208,0.999048,0.0672373,7,87,0,14.4203,9.79604,1.01511,10.9072,10.1893,10.3698,10.9037,9.09968,9.2872,8.26491,9.48482
-5.665,0.954937,0.0672373,3,7,0,12.7927,9.8307,0.933577,9.00004,9.82178,9.60652,8.98379,10.6574,9.57922,11.6233,10.1227
-9.42105,0.85155,0.0672373,5,31,0,12.8837,8.01147,1.3864,7.32467,7.95623,6.39647,10.3746,6.60585,8.44827,5.7873,8.82439
-9.99543,0.917747,0.0672373,4,15,0,19.5398,8.1488,1.39776,6.69998,7.04054,6.82378,10.1271,7.21382,7.91277,5.71885,9.71865
-10.3544,0.990255,0.0672373,4,15,0,14.9265,7.47763,1.71782,9.86732,8.2364,4.14429,7.83163,7.84356,9.24212,7.06646,9.20179
-10.6222,0.998605,0.0672373,5,31,0,14.9074,7.66599,2.18059,10.6042,7.78725,4.6526,7.67959,7.32046,10.3539,8.90863,7.48704
-14.8179,0.995699,0.0672373,4,15,0,15.8892,6.24413,4.9906,9.66043,6.99269,3.4755,5.73076,8.58381,9.89214,8.11241,5.58527
-15.631,0.997399,0.0672373,4,15,0,18.5345,8.4405,2.92647,10.744,12.1545,4.87796,10.4339,7.06638,8.52279,10.1316,0.968511
-15.2361,0.968526,0.0672373,6,39,0,20.5665,5.899,5.89637,7.35029,6.6069,5.7173,5.097,6.85578,6.11976,8.70405,4.31692
-11.6585,0.995618,0.0672373,6,39,0,17.9747,3.54306,1.6357,7.26218,4.61578,0.767484,4.28712,5.14091,5.02763,4.77168,2.44823
-21.3067,0.842589,0.0672373,6,63,0,24.842,10.0175,7.48204,12.228,12.4356,-7.06067,-0.316981,3.36648,4.42114,18.2277,15.34
-20.7663,0.999181,0.0672373,6,63,0,24.1059,0.717184,8.95065,11.5137,0.418071,-2.92287,9.76849,5.93782,0.201736,11.7528,14.3101
-22.7197,0.987647,0.0672373,6,63,0,26.69,2.87105,5.49003,13.1751,-4.37057,-6.09367,-4.07782,4.09496,6.03537,17.0739,4.83254
-21.0502,0.99987,0.0672373,6,63,0,26.7165,4.34879,4.87109,11.2847,8.72746,7.09284,14.3718,9.30123,-2.45947,3.40655,13.1582
